id,from_id,to_id,edge_type,edge_type_norm,status,risk_level,confidence,evidence_json,evidence_text,business_rule,last_updated,next_action,risk_reason,from_node_type,to_node_type,ai_ready,needs_review,text_for_embedding
edge_0036,member_haitham,member_ken,shares_data_with,SHARES_DATA_WITH,PASS,,EXTRACTED,"[""source_node:member_haitham"", ""target_node:member_ken"", ""relation:shares_data_with"", ""confidence:EXTRACTED""]",source_node:member_haitham | target_node:member_ken | relation:shares_data_with | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,Person,Person,true,false,edge_0036 | SHARES_DATA_WITH | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:member_haitham | target_node:member_ken | relation:shares_data_with | confidence:EXTRACTED
edge_0037,member_haitham,role_marine_mosb_coordinator,performs_role,PERFORMS_ROLE,PASS,,EXTRACTED,"[""source_node:member_haitham"", ""target_node:role_marine_mosb_coordinator"", ""relation:performs"", ""confidence:EXTRACTED""]",source_node:member_haitham | target_node:role_marine_mosb_coordinator | relation:performs | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,Person,ActorRole,true,false,edge_0037 | PERFORMS_ROLE | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:member_haitham | target_node:role_marine_mosb_coordinator | relation:performs | confidence:EXTRACTED
edge_0038,member_jhysn,member_haitham,shares_data_with,SHARES_DATA_WITH,PASS,,EXTRACTED,"[""source_node:member_jhysn"", ""target_node:member_haitham"", ""relation:shares_data_with"", ""confidence:EXTRACTED""]",source_node:member_jhysn | target_node:member_haitham | relation:shares_data_with | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,Person,Person,true,false,edge_0038 | SHARES_DATA_WITH | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:member_jhysn | target_node:member_haitham | relation:shares_data_with | confidence:EXTRACTED
edge_0039,member_minkyu_cha,member_haitham,shares_data_with,SHARES_DATA_WITH,PASS,,EXTRACTED,"[""source_node:member_minkyu_cha"", ""target_node:member_haitham"", ""relation:shares_data_with"", ""confidence:EXTRACTED""]",source_node:member_minkyu_cha | target_node:member_haitham | relation:shares_data_with | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,Person,Person,true,false,edge_0039 | SHARES_DATA_WITH | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:member_minkyu_cha | target_node:member_haitham | relation:shares_data_with | confidence:EXTRACTED
edge_0040,member_sanguk,member_haitham,references,REFERENCES,PASS,,EXTRACTED,"[""source_node:member_sanguk"", ""target_node:member_haitham"", ""relation:references"", ""confidence:EXTRACTED""]",source_node:member_sanguk | target_node:member_haitham | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,Person,Person,true,false,edge_0040 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:member_sanguk | target_node:member_haitham | relation:references | confidence:EXTRACTED
edge_0041,role_marine_mosb_coordinator,concept_marine_operation,references,REFERENCES,PASS,,EXTRACTED,"[""source_node:role_marine_mosb_coordinator"", ""target_node:concept_marine_operation"", ""relation:references"", ""confidence:EXTRACTED""]",source_node:role_marine_mosb_coordinator | target_node:concept_marine_operation | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,ActorRole,MarineOperation,true,false,edge_0041 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:role_marine_mosb_coordinator | target_node:concept_marine_operation | relation:references | confidence:EXTRACTED
edge_0042,role_marine_mosb_coordinator,concept_milestone_model,references,REFERENCES,PASS,,EXTRACTED,"[""source_node:role_marine_mosb_coordinator"", ""target_node:concept_milestone_model"", ""relation:references"", ""confidence:EXTRACTED""]",source_node:role_marine_mosb_coordinator | target_node:concept_milestone_model | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,ActorRole,MilestoneEvent,true,false,edge_0042 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:role_marine_mosb_coordinator | target_node:concept_milestone_model | relation:references | confidence:EXTRACTED
edge_0043,role_marine_mosb_coordinator,concept_service_request,references,REFERENCES,PASS,,EXTRACTED,"[""source_node:role_marine_mosb_coordinator"", ""target_node:concept_service_request"", ""relation:references"", ""confidence:EXTRACTED""]",source_node:role_marine_mosb_coordinator | target_node:concept_service_request | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,ActorRole,Document,true,false,edge_0043 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:role_marine_mosb_coordinator | target_node:concept_service_request | relation:references | confidence:EXTRACTED
edge_0044,role_marine_mosb_coordinator,node_mosb,references,REFERENCES,PASS,,EXTRACTED,"[""source_node:role_marine_mosb_coordinator"", ""target_node:node_mosb"", ""relation:references"", ""confidence:EXTRACTED""]",source_node:role_marine_mosb_coordinator | target_node:node_mosb | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,ActorRole,OffshoreStagingNode,true,false,edge_0044 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:role_marine_mosb_coordinator | target_node:node_mosb | relation:references | confidence:EXTRACTED
edge_0045,team_role_matrix,role_marine_mosb_coordinator,references,REFERENCES,PASS,,EXTRACTED,"[""source_node:team_role_matrix"", ""target_node:role_marine_mosb_coordinator"", ""relation:references"", ""confidence:EXTRACTED""]",source_node:team_role_matrix | target_node:role_marine_mosb_coordinator | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,Document,ActorRole,true,false,edge_0045 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:team_role_matrix | target_node:role_marine_mosb_coordinator | relation:references | confidence:EXTRACTED
edge_0046,concept_jopetwil_marine,concept_vessel_tracking,conceptually_related_to,CONCEPTUALLY_RELATED_TO,PASS,,EXTRACTED,"[""source_node:concept_jopetwil_marine"", ""target_node:concept_vessel_tracking"", ""relation:conceptually_related_to"", ""confidence:EXTRACTED""]",source_node:concept_jopetwil_marine | target_node:concept_vessel_tracking | relation:conceptually_related_to | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,MarineOperation,MarineOperation,true,false,edge_0046 | CONCEPTUALLY_RELATED_TO | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:concept_jopetwil_marine | target_node:concept_vessel_tracking | relation:conceptually_related_to | confidence:EXTRACTED
edge_0047,member_jhysn,concept_ccu_management,performs_role,PERFORMS_ROLE,PASS,,EXTRACTED,"[""source_node:member_jhysn"", ""target_node:concept_ccu_management"", ""relation:performs"", ""confidence:EXTRACTED""]",source_node:member_jhysn | target_node:concept_ccu_management | relation:performs | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,Person,Document,true,false,edge_0047 | PERFORMS_ROLE | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:member_jhysn | target_node:concept_ccu_management | relation:performs | confidence:EXTRACTED
edge_0048,member_jhysn,concept_container_stuffing,performs_role,PERFORMS_ROLE,PASS,,EXTRACTED,"[""source_node:member_jhysn"", ""target_node:concept_container_stuffing"", ""relation:performs"", ""confidence:EXTRACTED""]",source_node:member_jhysn | target_node:concept_container_stuffing | relation:performs | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,Person,WarehouseTask,true,false,edge_0048 | PERFORMS_ROLE | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:member_jhysn | target_node:concept_container_stuffing | relation:performs | confidence:EXTRACTED
